Genome_ID,Species_current,Genus,Accession,Study_group
LABG_0493,Lactobacillus murinus,Lactobacillus,GCF_003288115.1,core_LAB
LABG_0494,Lactobacillus paracasei,Lactobacillus,GCF_000155515.2,core_LAB
LABG_0495,Lactobacillus rhamnosus,Lactobacillus,GCF_900636965.1,core_LAB
LABG_0496,Lactobacillus sakei,Lactobacillus,GCF_054890615.1,core_LAB
LABG_0497,Lactobacillus salivarius,Lactobacillus,GCF_035231985.1,core_LAB
LABG_0498,Lactococcus lactis,Lactococcus,GCF_003176835.1,core_LAB
LABG_0499,Leuconostoc argentinum,Leuconostoc,GCF_000179875.1,core_LAB
LABG_0500,Leuconostoc citreum,Leuconostoc,GCF_007954785.1,core_LAB
LABG_0501,Leuconostoc mesenteroides,Leuconostoc,GCF_000014445.1,core_LAB
LABG_0502,Pediococcus pentosaceus,Pediococcus,GCF_000014505.1,core_LAB
LABG_0503,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium,GCF_058410905.1,fermentative_non_LAB
LABG_0504,Streptococcus thermophilus,Streptococcus,GCF_903886475.1,core_LAB
LABG_0505,Weissella cibaria,Weissella,GCF_001951095.1,core_LAB
LABG_0506,Weissella confusa,Weissella,GCF_004771075.1,core_LAB
LABG_0507,Weissella koreensis,Weissella,GCF_000219805.1,core_LAB
